CDSCode,SchoolID,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual
43696664333522,4333522,634590,5725,Active,Santa Clara,San Jose Unified,Leland High,6677 Camden Avenue,6677 Camden Ave.,San Jose,95120-2142,CA,6677 Camden Avenue,6677 Camden Ave.,San Jose,95120-2142,CA,(408) 535-6290,No Data,(408) 927-6448,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.220338,-121.84737,Harveen,Bal,04/04/2024,N
43696664333795,4333795,634590,5696,Active,Santa Clara,San Jose Unified,Abraham Lincoln High,555 Dana Avenue,555 Dana Ave.,San Jose,95126-2002,CA,123 Test St,123 Test St,Testville,98798,CA,(408) 535-6300,No Data,(408) 535-2352,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.329212,-121.92388,Joe,Heffernan,09/02/2022,Y
43696664335949,4335949,634590,5732,Active,Santa Clara,San Jose Unified,Pioneer High,1290 Blossom Hill Road,1290 Blossom Hill Rd.,San Jose,95118-3126,CA,1290 Blossom Hill Road,1290 Blossom Hill Rd.,San Jose,95118-3126,CA,(408) 535-6310,No Data,(408) 535-2357,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.247184,-121.88445,Brad,Craycroft,02/09/2023,N
43696664337200,4337200,634590,5736,Active,Santa Clara,San Jose Unified,San Jose High,275 North 24th Street,275 North 24th St.,San Jose,95116-1143,CA,275 North 24th Street,275 North 24th St.,San Jose,95116-1143,CA,(408) 535-6320,No Data,(408) 535-2355,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.350457,-121.87122,Jeannette,Harding,02/09/2023,N
43696664338950,4338950,634590,5746,Active,Santa Clara,San Jose Unified,Willow Glen High,2001 Cottle Avenue,2001 Cottle Ave.,San Jose,95125-3502,CA,2001 Cottle Avenue,2001 Cottle Ave.,San Jose,95125-3502,CA,(408) 535-6330,No Data,(408) 535-2353,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.291588,-121.8964,Amy,Hanna,02/09/2023,N
43696666048417,6048417,634590,5697,Active,Santa Clara,San Jose Unified,Allen at Steinbeck,820 Steinbeck Drive,820 Steinbeck Dr.,San Jose,95123-2634,CA,820 Steinbeck Drive,820 Steinbeck Dr.,San Jose,95123-2634,CA,(408) 535-6205,No Data,(408) 535-2329,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,Y,N,No Data,37.247281,-121.85641,Kristina,Chmelka,02/09/2023,N
43696666048425,6048425,634590,5698,Active,Santa Clara,San Jose Unified,Almaden Elementary,1295 Dentwood Drive,1295 Dentwood Dr.,San Jose,95118-3018,CA,1295 Dentwood Drive,1295 Dentwood Dr.,San Jose,95118-3018,CA,(408) 535-6207,No Data,(408) 535-2328,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.250931,-121.88411,Lisa,Montes,02/13/2019,Y
43696666048433,6048433,634590,5699,Active,Santa Clara,San Jose Unified,Anne Darling Elementary,333 North 33rd Street,333 North 33rd St.,San Jose,95133-1634,CA,333 North 33rd Street,333 North 33rd St.,San Jose,95133-1634,CA,(408) 535-6209,No Data,(408) 535-6334,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.356596,-121.86446,Samantha,Araiza,05/23/2025,N
43696666048474,6048474,634590,5702,Active,Santa Clara,San Jose Unified,Booksin Elementary,1590 Dry Creek Road,1590 Dry Creek Rd.,San Jose,95125-4618,CA,1590 Dry Creek Road,1590 Dry Creek Rd.,San Jose,95125-4618,CA,(408) 535-6213,No Data,(408) 448-2507,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.288713,-121.90714,Felicia,Tan,02/09/2023,N
43696666048490,6048490,634590,8634,Active,Santa Clara,San Jose Unified,Canoas Elementary,880 Wren Drive,880 Wren Dr.,San Jose,95125-2950,CA,880 Wren Drive,880 Wren Dr.,San Jose,95125-2950,CA,(408) 535-6391,No Data,(408) 265-4126,www.sjusd.k12.ca.us,07/01/2000,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.284721,-121.87654,Allison,Pruitt,02/09/2023,N
43696666048516,6048516,634590,5711,Active,Santa Clara,San Jose Unified,Empire Gardens Elementary,1060 East Empire Street,1060 East Empire St.,San Jose,95112-1715,CA,1060 East Empire Street,1060 East Empire St.,San Jose,95112-1715,CA,(408) 535-6221,No Data,(408) 297-6914,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.354642,-121.87616,Christina,Silvas Centeno,02/09/2023,N
43696666048532,6048532,634590,5713,Active,Santa Clara,San Jose Unified,Gardner Elementary,502 Illinois Avenue,502 Illinois Ave.,San Jose,95125-1534,CA,502 Illinois Avenue,502 Illinois Ave.,San Jose,95125-1534,CA,(408) 535-6225,No Data,(408) 535-2358,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.321387,-121.89641,Veronica,Lara,04/04/2024,Y
43696666048540,6048540,634590,5714,Active,Santa Clara,San Jose Unified,Grant Elementary,470 East Jackson Street,470 East Jackson St.,San Jose,95112-3211,CA,470 East Jackson Street,470 East Jackson St.,San Jose,95112-3211,CA,(408) 535-6227,No Data,(408) 535-6061,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.351639,-121.88858,Jessica,Sun-Gonzalez,05/23/2025,N
43696666048565,6048565,634590,7429,Active,Santa Clara,San Jose Unified,Hammer Montessori at Galarza Elementary,1610 Bird Avenue,1610 Bird Ave.,San Jose,95125-1821,CA,1610 Bird Avenue,1610 Bird Ave.,San Jose,95125-1821,CA,(408) 535-6671,No Data,No Data,http://hammer.ca.campusgrid.net/home,09/02/1997,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,Y,N,No Data,37.303525,-121.88686,Stephen,Bingham,02/09/2023,N
43696666048599,6048599,634590,5722,Active,Santa Clara,San Jose Unified,Horace Mann Elementary,55 North Seventh Street,55 North Seventh St.,San Jose,95112-5429,CA,55 North Seventh Street,55 North Seventh St.,San Jose,95112-5429,CA,(408) 535-6237,No Data,(408) 535-2315,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.33998,-121.88486,Art,Gonzalez,09/02/2022,Y
43696666048649,6048649,634590,5728,Active,Santa Clara,San Jose Unified,Lowell Elementary,625 South Seventh Street,625 South Seventh St.,San Jose,95112-3829,CA,625 South Seventh Street,625 South Seventh St.,San Jose,95112-3829,CA,(408) 535-6243,No Data,(408) 298-3708,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.329688,-121.87718,Katherine,Powell,05/23/2025,N
43696666048656,6048656,634590,5741,Active,Santa Clara,San Jose Unified,Merritt Trace Elementary,651 Dana Avenue,651 Dana Ave.,San Jose,95126-2003,CA,651 Dana Avenue,651 Dana Ave.,San Jose,95126-2003,CA,(408) 535-6257,No Data,(408) 535-6358,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.330909,-121.9258,Karina,Alvarez,09/02/2022,Y
43696666048664,6048664,634590,5734,Active,Santa Clara,San Jose Unified,Reed Elementary,1524 Jacob Avenue,1524 Jacob Ave.,San Jose,95118-1613,CA,1524 Jacob Avenue,1524 Jacob Ave.,San Jose,95118-1613,CA,(408) 535-6247,No Data,(408) 978-0842,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.264637,-121.89461,Jen,Ponzio,04/05/2024,N
43696666048672,6048672,634590,4084,Active,Santa Clara,San Jose Unified,River Glen,1088 Broadway,1088 Broadway,San Jose,95125-2232,CA,1088 Broadway,1088 Broadway,San Jose,95125-2232,CA,(408) 535-6240,No Data,(408) 298-8377,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,C,Y,N,No Data,37.312129,-121.89924,Zoila,Esquivel Moreno,09/09/2020,Y
43696666048680,6048680,634590,5737,Active,Santa Clara,San Jose Unified,Schallenberger Elementary,1280 Koch Lane,1280 Koch Ln.,San Jose,95125-4199,CA,1280 Koch Lane,1280 Koch Ln.,San Jose,95125-4199,CA,(408) 535-6253,No Data,(408) 445-9638,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.280808,-121.88786,Ryan,Chamberlin,02/09/2023,N
43696666048698,6048698,634590,5730,Active,Santa Clara,San Jose Unified,Selma Olinder Elementary,890 East William,890 East William,San Jose,95116-3102,CA,890 East William,890 East William,San Jose,95116-3102,CA,(408) 535-6245,No Data,(408) 535-2313,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.33834,-121.86659,Nelly,Aguirre,09/02/2022,Y
43696666048706,6048706,634590,5738,Active,Santa Clara,San Jose Unified,Simonds Elementary,6515 Grapevine Way,6515 Grapevine Way,San Jose,95120-4020,CA,6515 Grapevine Way,6515 Grapevine Way,San Jose,95120-4020,CA,(408) 535-6251,No Data,(408) 268-6868,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.220493,-121.8684,Danielle,Metz,02/09/2023,N
43696666048714,6048714,634590,5740,Active,Santa Clara,San Jose Unified,Terrell Elementary,3925 Pearl Avenue,3925 Pearl Ave.,San Jose,95136-1531,CA,3925 Pearl Avenue,3925 Pearl Ave.,San Jose,95136-1531,CA,(408) 535-6255,No Data,(408) 265-2917,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.270841,-121.86841,Jeanne-Marie,Miller,04/05/2024,N
43696666048722,6048722,634590,5742,Active,Santa Clara,San Jose Unified,Hacienda Science/Environmental Magnet,1290 Kimberly Drive,1290 Kimberly Dr.,San Jose,95118-1536,CA,1290 Kimberly Drive,1290 Kimberly Dr.,San Jose,95118-1536,CA,(408) 535-6259,No Data,(408) 723-8225,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,Y,N,No Data,37.26967,-121.8839,Todd,Weber,06/23/2023,N
43696666048730,6048730,634590,5700,Active,Santa Clara,San Jose Unified,Walter L. Bachrodt Elementary,102 Sonora Avenue,102 Sonora Ave.,San Jose,95110-1457,CA,102 Sonora Avenue,102 Sonora Ave.,San Jose,95110-1457,CA,(408) 535-6211,No Data,(408) 535-6588,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.363361,-121.91285,Tina,Ybarra,04/05/2024,Y
43696666048748,6048748,634590,5743,Active,Santa Clara,San Jose Unified,Washington Elementary,100 Oak Street,100 Oak St.,San Jose,95110-2817,CA,100 Oak Street,100 Oak St.,San Jose,95110-2817,CA,(408) 535-6261,No Data,(408) 535-2369,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.321793,-121.88158,Maricela,Alcala Franco,02/13/2019,Y
43696666048755,6048755,634590,1538,Active,Santa Clara,San Jose Unified,Williams Elementary,1150 Rajkovich Way,1150 Rajkovich Way,San Jose,95120-3145,CA,1150 Rajkovich Way,1150 Rajkovich Way,San Jose,95120-3145,CA,(408) 535-6196,No Data,(408) 535-6525,No Data,09/08/1992,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.208223,-121.85092,Devin,Blizzard,02/09/2023,N
43696666048763,6048763,634590,5745,Active,Santa Clara,San Jose Unified,Willow Glen Elementary,1425 Lincoln Avenue,1425 Lincoln Ave.,San Jose,95125-3398,CA,1425 Lincoln Avenue,1425 Lincoln Ave.,San Jose,95125-3398,CA,(408) 535-6265,No Data,(408) 535-6535,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.30321,-121.89687,Kelli,Knapp Rahn,02/13/2019,Y
43696666060099,6060099,634590,5703,Active,Santa Clara,San Jose Unified,Bret Harte Middle,7050 Bret Harte Drive,7050 Bret Harte Dr.,San Jose,95120-3205,CA,7050 Bret Harte Drive,7050 Bret Harte Dr.,San Jose,95120-3205,CA,(408) 535-6270,No Data,(408) 927-0698,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,C,N,N,No Data,37.209431,-121.83816,George,Vuong,02/09/2023,N
43696666060107,6060107,634590,5710,Active,Santa Clara,San Jose Unified,Willow Glen Middle,2105 Cottle Avenue,2105 Cottle Ave.,San Jose,95125-3504,CA,2105 Cottle Avenue,2105 Cottle Ave.,San Jose,95125-3504,CA,(408) 535-6277,No Data,(408) 264-5512,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,C,N,N,No Data,37.291174,-121.89613,Lindsey,Beall,09/02/2022,Y
43696666060115,6060115,634590,5723,Active,Santa Clara,San Jose Unified,John Muir Middle,1260 Branham Lane,1260 Branham Ln.,San Jose,95118-3703,CA,1260 Branham Lane,1260 Branham Ln.,San Jose,95118-3703,CA,(408) 535-6281,No Data,(408) 535-2319,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,C,N,N,No Data,37.261393,-121.88237,Celeste,Bates,04/04/2024,N
43696666062103,6062103,634590,5731,Active,Santa Clara,San Jose Unified,Muwekma Ohlone Middle,850 North Second Street,850 North Second St.,San Jose,95112-6317,CA,850 North Second Street,850 North Second St.,San Jose,95112-6317,CA,(408) 535-6267,No Data,(408) 298-1675,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,C,N,N,No Data,37.35284,-121.90149,Vanessa,Dean,04/05/2024,N
43696666062111,6062111,634590,5720,Active,Santa Clara,San Jose Unified,Herbert Hoover Middle,1635 Park Avenue,1635 Park Ave.,San Jose,95126-2123,CA,1635 Park Avenue,1635 Park Ave.,San Jose,95126-2123,CA,(408) 535-6274,No Data,(408) 286-4864,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,C,N,N,No Data,37.332437,-121.92231,Andrew,Anstead,09/02/2022,Y
43696666093074,6093074,634590,5727,Active,Santa Clara,San Jose Unified,Los Alamitos Elementary,6130 Silberman Avenue,6130 Silberman Ave.,San Jose,95120-3931,CA,6130 Silberman Drive,6130 Silberman Dr.,San Jose,95120,CA,(408) 535-6297,No Data,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.22786,-121.88099,Thomas,Rousseau,02/09/2023,N
43696666093082,6093082,634590,5715,Active,Santa Clara,San Jose Unified,Graystone Elementary,6982 Shearwater Drive,6982 Shearwater Dr.,San Jose,95120-2123,CA,6982 Shearwater Drive,6982 Shearwater Dr.,San Jose,95120-2123,CA,(408) 535-6317,No Data,(408) 323-1034,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.210665,-121.83774,Anthony,Roe,02/09/2023,N
43696666093090,6093090,634590,5706,Active,Santa Clara,San Jose Unified,Rachel Carson Elementary,4245 Meg Drive,4245 Meg Dr.,San Jose,95136-1959,CA,4245 Meg Drive,4245 Meg Dr.,San Jose,95136-1959,CA,(408) 535-6287,No Data,(408) 264-6743,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.270482,-121.85548,Matt,Wheeler,02/09/2023,N
43696666095418,6095418,634590,5707,Active,Santa Clara,San Jose Unified,Castillero Middle,6384 Leyland Park Drive,6384 Leyland Park Dr.,San Jose,95120-4516,CA,6384 Leyland Park Drive,6384 Leyland Park Dr.,San Jose,95120-4516,CA,(408) 535-6385,No Data,(408) 268-4489,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,C,N,N,No Data,37.221497,-121.88191,Crystal,Campbell,02/09/2023,N
43696666119010,6119010,634590,10411,Active,Santa Clara,San Jose Unified,Ernesto Galarza Elementary,1610 Bird Avenue,1610 Bird Ave.,San Jose,95125-1821,CA,1610 Bird Avenue,1610 Bird Ave.,San Jose,95125-1821,CA,(408) 535-6671,No Data,No Data,www.sjusd.k12.ca.us,07/01/2001,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.303525,-121.88686,Elizabeth,Brush,04/04/2024,N
43696740140475,0140475,635430,14546,Active,Santa Clara,Santa Clara Unified,Abram Agnew Elementary,3534 Zanker Road,3534 Zanker Rd.,San Jose,95134,CA,3534 Zanker Road,3534 Zanker Rd.,San Jose,95134,CA,(408) 669-4100,No Data,No Data,http://agnew.santaclarausd.org,08/12/2021,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,37.40643,-121.93425,Joe,Young,08/18/2025,N
43696740140483,0140483,635430,14549,Active,Santa Clara,Santa Clara Unified,Dolores Huerta Middle,3556 Zanker Road,3556 Zanker Rd.,San Jose,95134,CA,3556 Zanker Road,3556 Zanker Rd.,San Jose,95134,CA,(408) 423-2000,No Data,No Data,http://huerta.santaclarausd.org,08/12/2021,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.406908,-121.93501,Dawnel,Sonntag,08/15/2023,N
43696740141283,0141283,635430,14618,Active,Santa Clara,Santa Clara Unified,Kathleen MacDonald High,3588 Zanker Road,3588 Zanker Rd.,San Jose,95134,CA,3588 Zanker Road,3588 Zanker Rd.,San Jose,95134,CA,(669) 369-4400,No Data,No Data,http://macdonald.santaclarausd.org,07/11/2022,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.408099,-121.93356,Vivian,Rhone-Lay,08/15/2023,N
43697086049316,6049316,640320,6669,Active,Santa Clara,Union Elementary,Carlton Elementary,2421 Carlton Avenue,2421 Carlton Ave.,San Jose,95124-4949,CA,2421 Carlton Avenue,2421 Carlton Ave.,San Jose,95124-4949,CA,(408) 356-1141,No Data,(408) 356-5993,https://carlton.unionsd.org/,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.247604,-121.9459,Alex,Chapman,05/23/2025,N
43697086049332,6049332,640320,6671,Active,Santa Clara,Union Elementary,Dartmouth Middle,5575 Dartmouth Drive,5575 Dartmouth Dr.,San Jose,95118-3332,CA,5575 Dartmouth Drive,5575 Dartmouth Dr.,San Jose,95118-3332,CA,(408) 264-1122,No Data,(408) 264-9332,https://dartmouth.unionsd.org/,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.239598,-121.89671,Scott,Boggs,05/23/2025,N
43697086049357,6049357,640320,6672,Active,Santa Clara,Union Elementary,Guadalupe Elementary,6044 Vera Cruz Drive,6044 Vera Cruz Dr.,San Jose,95120-4863,CA,6044 Vera Cruz Drive,6044 Vera Cruz Dr.,San Jose,95120-4863,CA,(408) 268-1030,No Data,(408) 268-6914,https://guadalupe.unionsd.org/,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.228769,-121.89693,Daisy,Barocio,05/23/2025,N
43697086049373,6049373,640320,6674,Active,Santa Clara,Union Elementary,Lietz Elementary,5300 Carter Avenue,5300 Carter Ave.,San Jose,95118-2813,CA,5300 Carter Avenue,5300 Carter Ave.,San Jose,95118-2813,CA,(408) 264-8314,No Data,(408) 264-9615,https://lietz.unionsd.org/,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.243765,-121.90302,Crista,Leamons,08/20/2024,N
43697086049407,6049407,640320,6677,Active,Santa Clara,Union Elementary,Noddin Elementary,1755 Gilda Way,1755 Gilda Way,San Jose,95124-6207,CA,1755 Gilda Way,1755 Gilda Way,San Jose,95124-6207,CA,(408) 356-2126,No Data,(408) 358-9807,https://noddin.unionsd.org/,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,37.237773,-121.91388,Megan,Wright,08/20/2024,N
43697086049415,6049415,640320,6678,Active,Santa Clara,Union Elementary,Oster Elementary,1855 Lencar Way,1855 Lencar Way,San Jose,95124-3603,CA,1855 Lencar Way,1855 Lencar Way,San Jose,95124-3603,CA,(408) 266-8121,No Data,(408) 266-3751,https://oster.unionsd.org/,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.255483,-121.91957,Kyle,Sanchez,05/23/2025,N
43697086049449,6049449,640320,6680,Active,Santa Clara,Union Elementary,Union Middle,2130 Los Gatos-Almaden Road,2130 Los Gatos-Almaden Rd.,San Jose,95124-5418,CA,2130 Los Gatos-Almaden Road,2130 Los Gatos-Almaden Rd.,San Jose,95124-5418,CA,(408) 371-0366,No Data,(408) 371-1217,https://unionms.unionsd.org/,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.242736,-121.9344,Todd,Feinberg,05/23/2025,N