ID,school,lat,lon,city,ndvi_mean,nlcd_canopy_mean,nlcd_high_canopy_frac
43693696046122,Ben Painter Elementary,37.37495,-121.84331,San Jose,0.13737710064672115,0.0,0.0
43693696046213,Linda Vista Elementary,37.376934,-121.82372,San Jose,0.25454467485458954,4.095640293131288,0.28990187554341074
43693696046221,Lyndale Elementary,37.359746,-121.82492,San Jose,0.21209719006831745,0.43462063827145164,0.018129889482180552
43693696046247,Aptitud Community Academy at Goss,37.34995,-121.8314,San Jose,0.20535355152764073,0.8440332795231592,0.07165031665217932
43693696046254,Millard McCollam Elementary,37.380472,-121.83312,San Jose,0.21933831958239114,0.0,0.0
43693696046270,O. S. Hubbard Elementary,37.330237,-121.83946,San Jose,0.24966818675047814,1.893487447178722,0.15113099676858066
43693696046304,San Antonio Elementary,37.350025,-121.85234,San Jose,0.19491755431797606,2.361818407651224,0.20668239970190042
43693696046320,Thomas P. Ryan Elementary,37.350062,-121.82257,San Jose,0.22099842236052203,1.1121739130434782,0.10360248447204969
43693696046338,William Sheppard Middle,37.37451,-121.843,San Jose,0.11293484620280644,0.0,0.0
43693696089270,Ocala Middle,37.340385,-121.82046,San Jose,0.11439031211251727,0.0,0.0
43693776046379,Noble Elementary,37.396302,-121.8391,San Jose,0.2684959881764147,3.356024844720497,0.2524223602484472
43693776046387,Northwood Elementary,37.40946,-121.88134,San Jose,0.27747479914452977,3.29355519682106,0.29914317645597904
43693776046395,Piedmont Middle,37.390727,-121.84264,San Jose,0.3520162761252553,5.884581935644178,0.33743322151820093
43693776067177,Ruskin Elementary,37.400282,-121.85589,San Jose,0.20966291821359478,1.922599080631134,0.15741085849173808
43693776068928,Morrill Middle,37.410219,-121.87111,San Jose,0.2576854069335907,3.5109316770186334,0.26670807453416145
43693776093033,Sierramont Middle,37.403132,-121.85593,San Jose,0.2724704297778473,1.7789369100844508,0.15201192250372575
43693776093041,Vinci Park Elementary,37.380943,-121.87333,San Jose,0.2898196378089589,5.692947603675193,0.3081698534889496
43693776095335,Brooktree Elementary,37.398513,-121.88005,San Jose,0.2535496422569472,1.002733598409543,0.10027335984095427
43693776095343,Majestic Way Elementary,37.410648,-121.85723,San Jose,0.28829138150076916,1.0906832298136646,0.09987577639751553
43693776095350,Summerdale Elementary,37.389589,-121.85196,San Jose,0.25819600158679534,1.5996520874751494,0.15121769383697817
43693850133439,Steindorf STEAM K-8 Magnet,37.266653,-121.92053,San Jose,0.24869283470609535,0.7857675111773471,0.0673124689518132
43693856046411,Bagby Elementary,37.278715,-121.92193,San Jose,0.3830342711541259,9.03751086821513,0.5508632468016397
43694014330239,Leigh High,37.24331,-121.92258,San Jose,0.28811051090124945,1.6422451260399848,0.14777101701229353
43694014330866,Branham High,37.254576,-121.89957,San Jose,0.16910963984545177,2.603527512110296,0.23313874052912678
43694014331955,Del Mar High,37.303262,-121.9303,San Jose,0.1764425033156577,2.9259719289529253,0.22630729101974909
43694196046882,Joaquin Miller Middle,37.301254,-122.0121,San Jose,0.28007057806552205,2.734409937888199,0.20111801242236024
43694196046908,John Muir Elementary,37.300409,-122.01946,San Jose,0.2690925613320381,3.031801242236025,0.22360248447204972
43694196046965,Manuel De Vargas Elementary,37.310596,-121.99102,San Jose,0.33663056365072014,6.0586262576077505,0.4565892435722269
43694196047005,Nelson S. Dilworth Elementary,37.306291,-122.00688,San Jose,0.2805754942860128,6.247361231839065,0.4276667080591083
43694196047039,Murdock-Portal Elementary,37.30381,-121.99952,San Jose,0.29915394367182235,3.9290947472991427,0.26251086551595676
43694274330015,Yerba Buena High,37.320791,-121.84831,San Jose,0.25006236103559987,3.6585971446306638,0.27535692116697696
43694274330023,Santa Teresa High,37.235085,-121.8305,San Jose,0.2640143936146492,3.7658966716343754,0.26254346746150015
43694274330031,Independence High,37.370953,-121.85602,San Jose,0.21954828547656938,4.1446142377935145,0.2891042365511244
43694274330692,Evergreen Valley High,37.325201,-121.77866,San Jose,0.20286719263320332,1.5199403652627657,0.10063361908311592
43694274332995,Andrew P. Hill High,37.291923,-121.83173,San Jose,0.17689078230062624,2.4111801242236024,0.19937888198757767
43694274333639,James Lick High,37.368046,-121.83009,San Jose,0.18122622294182283,0.9988819875776397,0.09590062111801241
43694274334900,Mt. Pleasant High,37.345646,-121.80948,San Jose,0.29038818935095057,3.491862343148217,0.25270219903093555
43694274335204,Oak Grove High,37.251575,-121.81892,San Jose,0.27016335349485915,4.589119364054155,0.385417960501801
43694274335428,William C. Overfelt High,37.330593,-121.82838,San Jose,0.21323407732875238,0.03850453359831077,0.003850453359831077
43694274335907,Piedmont Hills High,37.403788,-121.84899,San Jose,0.292493177112631,6.8191304347826085,0.3924223602484472
43694274337903,Silver Creek High,37.304331,-121.80831,San Jose,0.2943308854233902,4.841222512113307,0.3524661448627159
43694350102616,Carolyn A. Clark Elementary,37.321714,-121.76937,San Jose,0.2596464891199165,2.9891938889578933,0.1992299093280338
43694356047120,Cadwallader Elementary,37.306698,-121.78763,San Jose,0.2964518636725577,3.313991053677934,0.2574552683896621
43694356047138,Evergreen Elementary,37.310525,-121.77793,San Jose,0.2575792949412173,4.576469126599577,0.3955770903217791
43694356047146,Holly Oak Elementary,37.31875,-121.79765,San Jose,0.21785054607489265,1.5458271236959764,0.13474913065077
43694356047153,Katherine R. Smith Elementary,37.326253,-121.82206,San Jose,0.13482974067909986,0.3169276659209545,0.031692766592095446
43694356047161,O. B. Whaley Elementary,37.31619,-121.82424,San Jose,0.2800219772925086,0.41257611532248045,0.041257611532248044
43694356047179,Quimby Oak Middle,37.324774,-121.78708,San Jose,0.22946927647576926,0.9868306621940615,0.09516710150329234
43694356067193,Cedar Grove Elementary,37.331164,-121.79361,San Jose,0.21801740992226074,0.7914803775459515,0.06333830104321908
43694356085690,George V. LeyVa Intermediate,37.314281,-121.81263,San Jose,0.16950425590066576,0.8572493477450617,0.06932538203503541
43694356095988,John J. Montgomery Elementary,37.307734,-121.80108,San Jose,0.25746259746641986,6.500372670807453,0.47291925465838497
43694356102081,Norwood Creek Elementary,37.328173,-121.78862,San Jose,0.2842928187552556,5.329607550919027,0.3524590163934426
43694356105787,Millbrook Elementary,37.319487,-121.78805,San Jose,0.26690446122742406,4.095876800794834,0.33979135618479883
43694356110159,Chaboya Middle,37.312333,-121.768,San Jose,0.39624063722287445,2.9471984097403405,0.22474841595229228
43694356111942,Silver Oak Elementary,37.284241,-121.77369,San Jose,0.4327396319770107,12.822382312756181,0.6366910942740033
43694356115851,Tom Matsumoto Elementary,37.312017,-121.76502,San Jose,0.24897683099595844,3.7726990435970675,0.2952428269780151
43694356117956,James Franklin Smith Elementary,37.297368,-121.78799,San Jose,0.26889498657888655,8.486150788721899,0.7214010681902868
43694500127225,College Connection Academy,37.320115,-121.84751,San Jose,0.19993772931787068,4.209787604024344,0.3339957769221214
43694506047195,Franklin Elementary,37.305453,-121.85107,San Jose,0.1264339492105154,1.1955036641411008,0.10371382436964352
43694506047211,Captain Jason M. Dahl Elementary,37.288155,-121.84003,San Jose,0.2397625616785141,4.442290967822091,0.35544788172443775
43694506047229,Bridges Academy,37.325456,-121.84646,San Jose,0.24933639764890655,4.306631892697467,0.2619225037257824
43694506047237,G. W. Hellyer Elementary,37.284831,-121.82029,San Jose,0.22647615456922102,0.7549981373401219,0.065565627716379
43694506047245,Jeanne R. Meadows Elementary,37.320969,-121.83953,San Jose,0.21823882809458126,1.7061234629238604,0.14929822382312757
43694506047252,Santee Elementary,37.328062,-121.84671,San Jose,0.21183909227475356,2.1511122157325717,0.19622219460668577
43694506047260,Lairon College Preparatory Academy,37.28238,-121.82885,San Jose,0.22636614375207673,4.731304347826087,0.41192546583850936
43694506047278,Sylvandale Middle,37.287864,-121.82531,San Jose,0.22635944111760625,4.123711340206186,0.30443423177245066
43694506067201,Robert F. Kennedy Elementary,37.324997,-121.8524,San Jose,0.13991837282687097,0.18638170974155072,0.018638170974155075
43694506071542,Stonegate Elementary,37.308515,-121.83635,San Jose,0.19430677413032274,0.918136645962733,0.08608695652173914
43694506105795,Windmill Springs Elementary,37.306212,-121.82428,San Jose,0.2097299559048483,2.4712972166998015,0.2158300198807157
43694506115943,"Shirakawa (George, Sr.) Elementary",37.316085,-121.84974,San Jose,0.5266413030272502,16.878742700956636,0.5155919990060875
43694684334421,Lynbrook High,37.300713,-122.00647,San Jose,0.30061258576576505,4.563889233825903,0.3519185396746554
43695186047500,Springer Elementary,37.371011,-122.09402,Mountain View,0.3049368402048499,7.679627329192546,0.4295652173913043
43695426047575,Luther Burbank Elementary,37.323556,-121.9267,San Jose,0.13294746399270355,1.2715865324885078,0.0867188470617468
43695750129940,Latimer,37.292391,-121.97803,San Jose,0.2065064902006483,2.656315985591852,0.18792696559433608
43695756047740,Country Lane Elementary,37.298472,-121.99193,San Jose,0.3129558607399501,10.161490683229813,0.6057142857142858
43695756047765,Easterbrook Discovery,37.303397,-121.98663,San Jose,0.30263679438001095,7.888364584626848,0.4960884142555571
43695756047781,Moreland Middle,37.290191,-121.98411,San Jose,0.2943844822089756,3.313074819786229,0.19997514292816304
43695756047799,George C. Payne Elementary,37.297438,-121.96742,San Jose,0.2946811019522095,8.809044601813891,0.6100136662939496
43695756047807,Gussie M. Baker Elementary,37.283415,-121.98712,San Jose,0.2866441219733319,3.299913032674867,0.24499937880482053
43695756047831,Leroy Anderson Elementary,37.30466,-121.9715,San Jose,0.18544506639981637,1.6022614314115307,0.12263916500994032
43695836095392,Los Paseos Elementary,37.228983,-121.76739,San Jose,0.4055458114114312,14.426636849298047,0.8996148589886942
43695836100325,Martin Murphy Middle,37.225583,-121.76693,San Jose,0.3190486736042283,4.391876785492486,0.28381567507141975
43695910132373,Gabriela Mistral Elementary,37.394899,-122.09414,Mountain View,0.24663054970054535,4.74636691094274,0.3008321947584151
43695910138750,Jose Antonio Vargas Elementary,37.393904,-122.06109,Mountain View,0.33117474957530335,8.604919865821842,0.6357311467263015
43695916047955,Benjamin Bubb Elementary,37.379144,-122.08176,Mountain View,0.29711095033134094,8.919627329192547,0.6074534161490682
43695916047963,Edith Landels Elementary,37.388743,-122.07055,Mountain View,0.3799742595728789,15.86779324055666,0.7343439363817097
43695916047971,Amy Imai Elementary,37.375266,-122.07434,Mountain View,0.3092369083767474,9.040129208597342,0.6172195303764444
43695916047989,Isaac Newton Graham Middle,37.381793,-122.086,Mountain View,0.2796609812106817,10.777487886693999,0.5931171574108585
43695916048003,Mariano Castro Elementary,37.394025,-122.09204,Mountain View,0.35644925878744566,10.712527964205815,0.7105393984588616
43695916049464,Stevenson Elementary,37.403342,-122.08432,Mountain View,0.2866376378378593,5.68550490622283,0.27276114768351767
43695916049472,Crittenden Middle,37.412214,-122.08588,Mountain View,0.23256270621230749,3.1134020618556697,0.2549993789591355
43695916049480,Monta Loma Elementary,37.408196,-122.09807,Mountain View,0.36255832525295323,9.408746428127717,0.6178407255559698
43695916049514,Theuerkauf Elementary,37.405889,-122.08497,Mountain View,0.32076484436487895,7.15499254843517,0.45665673124689515
43696094334728,Mountain View High,37.358192,-122.06863,Mountain View,0.3627883689160754,8.457210284436718,0.44677679791330277
43696176048037,August Boeger Middle,37.347153,-121.80143,San Jose,0.19329001988550565,0.3905590062111801,0.03838509316770186
43696176048060,Mt. Pleasant Elementary,37.354085,-121.81104,San Jose,0.2601458861528086,1.8817244378183626,0.15790781463535844
43696176048078,Robert Sanders Elementary,37.351574,-121.80177,San Jose,0.28486730929897847,0.0,0.0
43696176067227,Valle Vista Elementary,37.346613,-121.79994,San Jose,0.23460791663055594,0.0,0.0
43696256048086,Anderson (Alex) Elementary,37.24674,-121.81194,San Jose,0.24433173780251854,5.645970445796598,0.35030423444679004
43696256048094,Davis (Caroline) Intermediate,37.266422,-121.81192,San Jose,0.29247906902559834,7.371506645137251,0.4637933176002982
43696256048102,Christopher Elementary,37.279388,-121.81761,San Jose,0.24589643870996028,3.611228418829959,0.29611228418829955
43696256048110,Frost (Earl) Elementary,37.247514,-121.83706,San Jose,0.20031804343964793,3.022346368715084,0.28081936685288644
43696256048128,Edenvale Elementary,37.26157,-121.80265,San Jose,0.2531689576075344,1.7963975155279504,0.16906832298136645
43696256048177,Stipe (Samuel) Elementary,37.271339,-121.80652,San Jose,0.23120027905230953,1.043229813664596,0.0862111801242236
43696256067243,Santa Teresa Elementary,37.234751,-121.7959,San Jose,0.2668346743214012,4.263321326543287,0.32567382933797046
43696256068167,Herman (Leonard) Intermediate,37.239738,-121.83975,San Jose,0.23455546595879548,3.6523791775375822,0.27431979127841966
43696256072144,Sakamoto Elementary,37.230822,-121.83919,San Jose,0.3180572345638821,6.188796422804622,0.3490249658427525
43696256072151,Del Roble Elementary,37.256532,-121.83565,San Jose,0.3230249926019614,3.8081222056631896,0.30414803775459515
43696256072177,Bernal Intermediate,37.227088,-121.79097,San Jose,0.35481975380423547,2.64537773359841,0.20837475149105367
43696256088306,Oak Ridge Elementary,37.241059,-121.82115,San Jose,0.2326983520472483,3.0836024844720495,0.24621118012422358
43696256093066,Parkview Elementary,37.271595,-121.84578,San Jose,0.314174822191086,6.095391876785492,0.42603403303937404
43696256095400,Baldwin (Julia) Elementary,37.224098,-121.78423,San Jose,0.3326126467692396,8.808198757763975,0.5751552795031055
43696256097430,Taylor (Bertha) Elementary,37.231017,-121.80809,San Jose,0.25892871339368884,3.4558330227357446,0.25779599950304394
43696256099451,Hayes Elementary,37.261806,-121.82651,San Jose,0.2555202679510919,5.95081356353248,0.39137995280089416
43696256116081,Ledesma (Rita) Elementary,37.242642,-121.76267,San Jose,0.24429016673971526,6.1423956262425445,0.44520377733598404
43696336048185,Orchard Elementary,37.388461,-121.9002,San Jose,0.17709760163603064,0.604671387750031,0.05988321530624923
43696414332904,Henry M. Gunn High,37.399966,-122.13179,Palo Alto,0.45753047621509546,9.890918126475336,0.4767051807677973
43696414335782,Palo Alto High,37.437857,-122.15779,Palo Alto,0.22384988226305946,4.415900621118014,0.3193788819875777
43696416048193,Addison Elementary,37.446187,-122.15111,Palo Alto,0.38115315131712146,10.796919637312131,0.5530989939137994
43696416048201,Herbert Hoover Elementary,37.418279,-122.11344,Palo Alto,0.23964544986176872,7.428322981366459,0.49391304347826087
43696416048235,El Carmelo Elementary,37.425802,-122.13034,Palo Alto,0.3106033074762683,5.171741021498696,0.43444762023114203
43696416048243,Ohlone Elementary,37.439596,-122.12383,Palo Alto,0.29436332383922365,6.212076034289975,0.4399304261398932
43696416048268,Fairmeadow Elementary,37.422224,-122.11843,Palo Alto,0.32150324178434286,7.673373075012418,0.4590163934426229
43696416048292,Duveneck Elementary,37.449945,-122.13482,Palo Alto,0.3622832045538403,10.559185194385792,0.5545894919885729
43696416048300,Greendell,37.417325,-122.10565,Palo Alto,0.3153952778410926,10.653750620963738,0.644187779433681
43696416048326,Juana Briones Elementary,37.408634,-122.1319,Palo Alto,0.5013199708127384,17.111677018633543,0.9298136645962735
43696416048359,Palo Verde Elementary,37.431406,-122.11369,Palo Alto,0.32510534909872,5.6076751117734736,0.3500993541977149
43696416048375,Packard Children's Hospital/Stanford,37.437362,-122.17484,Palo Alto,0.2505930150153063,5.497950565147188,0.3575953297726991
43696416048409,Walter Hays Elementary,37.4424,-122.14356,Palo Alto,0.42134526694699226,16.910332836562347,0.8519622454048683
43696416060065,Frank S. Greene Jr. Middle,37.439277,-122.13483,Palo Alto,0.37704717468347415,15.366492796820664,0.7309985096870343
43696416060081,Jane Lathrop Stanford Middle,37.422025,-122.11881,Palo Alto,0.30498678931412193,6.8788669399925455,0.4087464281277177
43696416115562,Barron Park Elementary,37.412612,-122.13642,Palo Alto,0.38754321542458253,10.673002857497826,0.6913902348117779
43696416118707,Ellen Fletcher Middle,37.404638,-122.12726,Palo Alto,0.33543079419968413,13.279895691046816,0.855705948093878
43696664330080,Gunderson High,37.258238,-121.85269,San Jose,0.33570169220136664,3.902036255276882,0.3496399304693321
43696664333522,Leland High,37.220338,-121.84737,San Jose,0.47970441993578405,14.660911687989072,0.6568128182834431
43696664333795,Abraham Lincoln High,37.329212,-121.92388,San Jose,0.33095637566163977,8.546663352802286,0.5187026220951907
43696664335949,Pioneer High,37.247184,-121.88445,San Jose,0.316849621973009,9.825925006208095,0.6506083933449217
43696664337200,San Jose High,37.350457,-121.87122,San Jose,0.205417265307671,1.7710843373493976,0.13749844739783879
43696664338950,Willow Glen High,37.291588,-121.8964,San Jose,0.33730937040226433,8.991673915744997,0.5019261836709333
43696666048417,Allen at Steinbeck,37.247281,-121.85641,San Jose,0.33182645014238693,11.465855475540103,0.6568164887012664
43696666048425,Almaden Elementary,37.250931,-121.88411,San Jose,0.22589676685608892,3.3483173972432643,0.24934806904259288
43696666048433,Anne Darling Elementary,37.356596,-121.86446,San Jose,0.2149861002463559,3.6761490683229816,0.2819875776397516
43696666048474,Booksin Elementary,37.288713,-121.90714,San Jose,0.3437522229478727,7.749254843517139,0.5002483854942873
43696666048490,Canoas Elementary,37.284721,-121.87654,San Jose,0.33795343404776484,8.846153846153847,0.6448365850627564
43696666048516,Empire Gardens Elementary,37.354642,-121.87616,San Jose,0.3110616347277216,5.85373727340452,0.3856468835361311
43696666048532,Gardner Elementary,37.321387,-121.89641,San Jose,0.2417755815544809,6.167432617066202,0.42205937150664513
43696666048540,Grant Elementary,37.351639,-121.88858,San Jose,0.24701939671547365,6.7086594608025845,0.5318673127096534
43696666048565,Hammer Montessori at Galarza Elementary,37.303525,-121.88686,San Jose,0.4270209152037074,9.663065076999501,0.6048186785891702
43696666048599,Horace Mann Elementary,37.33998,-121.88486,San Jose,0.24509168086996638,4.333788989685598,0.339008326084255
43696666048649,Lowell Elementary,37.329688,-121.87718,San Jose,0.20975323447167935,5.176105315449577,0.31395926477893693
43696666048656,Merritt Trace Elementary,37.330909,-121.9258,San Jose,0.4744065827359893,5.41878961103517,0.38784640238598234
43696666048664,Reed Elementary,37.264637,-121.89461,San Jose,0.33807005489985625,12.39410887397465,0.7552821277653495
43696666048672,River Glen,37.312129,-121.89924,San Jose,0.4278696512278976,15.035545612726825,0.8322147651006713
43696666048680,Schallenberger Elementary,37.280808,-121.88786,San Jose,0.2924746374086509,10.842771982116245,0.6723795330352709
43696666048698,Selma Olinder Elementary,37.33834,-121.86659,San Jose,0.32473608052170216,11.502049944092432,0.6738725307491614
43696666048706,Simonds Elementary,37.220493,-121.8684,San Jose,0.23332726080832453,5.38948937756243,0.34886321282146854
43696666048714,Terrell Elementary,37.270841,-121.86841,San Jose,0.2682654641981441,6.518136645962732,0.46285714285714274
43696666048722,Hacienda Science/Environmental Magnet,37.26967,-121.8839,San Jose,0.27700035910506915,4.919368865697601,0.33755746055410607
43696666048730,Walter L. Bachrodt Elementary,37.363361,-121.91285,San Jose,0.25733327144418366,3.8708235001863134,0.2695317351881754
43696666048748,Washington Elementary,37.321793,-121.88158,San Jose,0.24530744766285056,3.5242887315194436,0.34029071934401783
43696666048755,Williams Elementary,37.208223,-121.85092,San Jose,0.22515870940584579,3.257238722505282,0.2663104262458059
43696666048763,Willow Glen Elementary,37.30321,-121.89687,San Jose,0.2544279998236016,6.617391304347826,0.42149068322981365
43696666060099,Bret Harte Middle,37.209431,-121.83816,San Jose,0.3076135623293242,8.005214800099331,0.517630990812019
43696666060107,Willow Glen Middle,37.291174,-121.89613,San Jose,0.32247046399429574,8.447701863354036,0.4496894409937889
43696666060115,John Muir Middle,37.261393,-121.88237,San Jose,0.2746269965145546,7.175052801590258,0.44080009939122866
43696666062103,Muwekma Ohlone Middle,37.35284,-121.90149,San Jose,0.26509801532645105,8.235279503105591,0.4741614906832297
43696666062111,Herbert Hoover Middle,37.332437,-121.92231,San Jose,0.3605789919819304,10.777860603801713,0.6739967697850665
43696666093074,Los Alamitos Elementary,37.22786,-121.88099,San Jose,0.2823044985445434,4.407826086956522,0.3341614906832299
43696666093082,Graystone Elementary,37.210665,-121.83774,San Jose,0.2721899632398832,6.601291764998137,0.36877406533349893
43696666093090,Rachel Carson Elementary,37.270482,-121.85548,San Jose,0.3084655704133884,4.357222705254006,0.321450751459446
43696666095418,Castillero Middle,37.221497,-121.88191,San Jose,0.26141352845684235,8.069423745653253,0.5743914555389965
43696666119010,Ernesto Galarza Elementary,37.303525,-121.88686,San Jose,0.4270209152037074,9.663065076999501,0.6048186785891702
43696740140475,Abram Agnew Elementary,37.40643,-121.93425,San Jose,0.13080545102167027,0.0,0.0
43696740140483,Dolores Huerta Middle,37.406908,-121.93501,San Jose,0.2126952840854312,0.5203676105315449,0.05203676105315449
43696740141283,Kathleen MacDonald High,37.408099,-121.93356,San Jose,0.09791749171024873,0.0,0.0
43697086049316,Carlton Elementary,37.247604,-121.9459,San Jose,0.2209541374901294,0.8222360248447204,0.04186335403726708
43697086049332,Dartmouth Middle,37.239598,-121.89671,San Jose,0.22197608240599798,5.061475409836064,0.310481867858917
43697086049357,Guadalupe Elementary,37.228769,-121.89693,San Jose,0.3300385549456386,0.04633540372670807,0.004596273291925465
43697086049373,Lietz Elementary,37.243765,-121.90302,San Jose,0.22225303935680074,3.2745901639344264,0.26043219076005963
43697086049407,Noddin Elementary,37.237773,-121.91388,San Jose,0.2581781750235953,6.90111801242236,0.5298136645962733
43697086049415,Oster Elementary,37.255483,-121.91957,San Jose,0.2180323329577868,2.462044974530998,0.18673127096533731
43697086049449,Union Middle,37.242736,-121.9344,San Jose,0.17669021600711537,1.2657394759716876,0.12070036011424315
